Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
31391at8509	Single	group14	70119389	70152756	+	18460	2623	0.547	1.0	0	31391at8509_470340_0:000590	70119390_70124783_+|70125213_70125425_+|70134837_70137252_+|70137454_70141099_+|70144905_70152759_+
13283at8509	Single	group12	85976667	86162895	+	22900	5598	0.6826	1.0	0	13283at8509_933632_0:0034f5	85976668_85976756_+|85977373_85977546_+|85978165_85978247_+|85979478_85979648_+|85982019_85982266_+|85982560_85982662_+|85983070_85983228_+|85984601_85984683_+|85986092_85986220_+|85987012_85987162_+|85988388_85988628_+|85988962_85989100_+|85990123_85990249_+|85991018_85991190_+|85992282_85992503_+|85994569_85994734_+|85995779_85996031_+|86001341_86001521_+|86003391_86003485_+|86003574_86003830_+|86004986_86005120_+|86006877_86007079_+|86007232_86007359_+|86009789_86009898_+|86011123_86011278_+|86014423_86014516_+|86015258_86015661_+|86018164_86018394_+|86019365_86019571_+|86020861_86021097_+|86022627_86022749_+|86024723_86024817_+|86025575_86025812_+|86029293_86029445_+|86031403_86031543_+|86034249_86034431_+|86034561_86034711_+|86035108_86035267_+|86035350_86035404_+|86037355_86037477_+|86037574_86037792_+|86038180_86038307_+|86039508_86039649_+|86044874_86045038_+|86046064_86046247_+|86047423_86047474_+|86049092_86049143_+|86050491_86050611_+|86052170_86052392_+|86052854_86052995_+|86054963_86055328_+|86055942_86056088_+|86057762_86057932_+|86060618_86060782_+|86067671_86067850_+|86072101_86072223_+|86072318_86072447_+|86074485_86074610_+|86077902_86077993_+|86081841_86082020_+|86083289_86083453_+|86084653_86084905_+|86085751_86085797_+|86085978_86086136_+|86086908_86087042_+|86087550_86087698_+|86088359_86088453_+|86088552_86088604_+|86089997_86090167_+|86091016_86091186_+|86092122_86092201_+|86093940_86094109_+|86094210_86094256_+|86094580_86094780_+|86095484_86095654_+|86102090_86102287_+|86104858_86104954_+|86105059_86105282_+|86106370_86106519_+|86107610_86107776_+|86108481_86108644_+|86121743_86121963_+|86122390_86122431_+|86122954_86123124_+|86123230_86123439_+|86124715_86124882_+|86125107_86125238_+|86128919_86129162_+|86134544_86134696_+|86135205_86135251_+|86135437_86135610_+|86136815_86136997_+|86138386_86138541_+|86139098_86139228_+|86140156_86140280_+|86141140_86141186_+|86141477_86141743_+|86141829_86141990_+|86143352_86143468_+|86143582_86143720_+|86145491_86145693_+|86146514_86146675_+|86147398_86147525_+|86147891_86148042_+|86148660_86148706_+|86148876_86149026_+|86149623_86149834_+|86161116_86161211_+|86161415_86161475_+|86162374_86162504_+|86162602_86162752_+|86162876_86162898_+
22203at8509	Single	group1	154575858	154698923	-	26062	5493	0.904	1.0	0	22203at8509_176946_0:000579	154698825_154698923_-|154694929_154695155_-|154690847_154691071_-|154689539_154689646_-|154689241_154689433_-|154688273_154688488_-|154687558_154687689_-|154686661_154686764_-|154685715_154685829_-|154685326_154685513_-|154684631_154684712_-|154684144_154684239_-|154683646_154683758_-|154682680_154682828_-|154682352_154682412_-|154681638_154681849_-|154680766_154680869_-|154679594_154679738_-|154678061_154678157_-|154675510_154675623_-|154675078_154675225_-|154674820_154674927_-|154673902_154674053_-|154673442_154673620_-|154671621_154671829_-|154668480_154668626_-|154666516_154666657_-|154665997_154666131_-|154665381_154665510_-|154664797_154664935_-|154664580_154664710_-|154664167_154664302_-|154663783_154663912_-|154663281_154663514_-|154662366_154662563_-|154660785_154660993_-|154659367_154659489_-|154658507_154658704_-|154658134_154658241_-|154657544_154657732_-|154656178_154656267_-|154655812_154656072_-|154654278_154654548_-|154653766_154653925_-|154652863_154652979_-|154652096_154652304_-|154650806_154650951_-|154649218_154649420_-|154647208_154647428_-|154644606_154644719_-|154643822_154643954_-|154643191_154643300_-|154642468_154642601_-|154641001_154641161_-|154640293_154640413_-|154639043_154639253_-|154638676_154638898_-|154636956_154637082_-|154635093_154635260_-|154633576_154633790_-|154632615_154633002_-|154631898_154632007_-|154630783_154631482_-|154629009_154629170_-|154628528_154628801_-|154626734_154626969_-|154626317_154626412_-|154624384_154624478_-|154618893_154619017_-|154618232_154618369_-|154616898_154617007_-|154616460_154616533_-|154613001_154613196_-|154612236_154612392_-|154610613_154610759_-|154608741_154608867_-|154605743_154605848_-|154604851_154604966_-|154601619_154602080_-|154600984_154601213_-|154599210_154599344_-|154598859_154599031_-|154598468_154598629_-|154596387_154596521_-|154595258_154595393_-|154594116_154594288_-|154592743_154592883_-|154591148_154591286_-|154589978_154590234_-|154589593_154589757_-|154588337_154588438_-|154586623_154586824_-|154585621_154585794_-|154585226_154585380_-|154582341_154582421_-|154581664_154581782_-|154579957_154580131_-|154578658_154578731_-|154578443_154578557_-|154577239_154577302_-|154576448_154576590_-|154575856_154576044_-
29468at8509	Single	group2	67078571	67227910	+	25133	5149	0.9362	1.0	0	29468at8509_460621_0:004296	67078572_67078723_+|67081425_67081522_+|67082653_67082756_+|67083032_67083161_+|67083296_67083435_+|67084007_67084109_+|67086102_67086243_+|67087426_67087550_+|67088484_67088608_+|67088787_67088846_+|67090318_67090508_+|67091394_67091493_+|67091616_67091753_+|67092207_67092321_+|67092464_67092651_+|67092972_67093131_+|67094940_67095028_+|67095875_67096044_+|67096314_67096596_+|67097499_67097631_+|67097921_67098000_+|67099647_67099775_+|67099896_67100078_+|67101881_67102003_+|67104388_67104617_+|67104727_67104851_+|67106403_67106500_+|67107519_67107676_+|67107809_67108018_+|67109222_67109323_+|67111300_67111400_+|67112012_67112210_+|67113437_67113625_+|67113884_67113947_+|67116118_67116309_+|67117179_67117249_+|67117583_67117730_+|67118697_67118921_+|67119023_67119193_+|67119904_67120086_+|67121046_67121204_+|67122583_67122735_+|67123898_67124125_+|67125110_67125267_+|67127623_67127794_+|67128682_67128883_+|67129868_67130031_+|67130147_67130363_+|67131077_67131293_+|67143152_67143215_+|67143526_67143660_+|67145315_67145489_+|67146112_67146255_+|67147245_67147366_+|67148489_67148600_+|67150601_67150731_+|67151126_67151303_+|67152278_67152382_+|67154363_67154500_+|67154617_67154785_+|67156127_67156223_+|67157037_67157144_+|67160543_67160659_+|67167220_67167429_+|67173625_67173774_+|67175113_67175340_+|67177082_67177160_+|67177541_67177774_+|67177885_67178056_+|67180707_67180851_+|67181323_67181408_+|67182002_67182089_+|67182554_67182747_+|67188270_67188509_+|67188709_67188847_+|67189687_67189812_+|67189916_67190044_+|67190592_67190935_+|67192760_67192850_+|67193090_67193174_+|67193835_67193962_+|67194084_67194213_+|67194953_67195110_+|67196844_67196953_+|67197057_67197198_+|67197908_67197989_+|67198123_67198296_+|67199620_67199741_+|67200811_67201008_+|67201533_67201613_+|67210446_67210533_+|67213028_67213155_+|67214486_67214593_+|67214760_67214879_+|67215515_67215705_+|67217053_67217226_+|67217713_67217812_+|67218681_67218899_+|67219063_67219176_+|67219918_67220060_+|67220653_67220778_+|67221049_67221243_+|67224317_67224541_+|67225259_67225349_+|67227566_67227728_+|67227849_67227913_+
32412at8509	Single	group2	105148525	105304762	-	24327	5029	0.9147	1.0	0	32412at8509_460621_0:001156	105304712_105304762_-|105292528_105292647_-|105291590_105291694_-|105284474_105284548_-|105280982_105281060_-|105278752_105278864_-|105277729_105277822_-|105277471_105277567_-|105276785_105276859_-|105275580_105275736_-|105274413_105274577_-|105273039_105273160_-|105272742_105272928_-|105271211_105271346_-|105270456_105270551_-|105269833_105269951_-|105268678_105268811_-|105267335_105267576_-|105264463_105264655_-|105263748_105263964_-|105262060_105262164_-|105260645_105260748_-|105258990_105259073_-|105258749_105258908_-|105256500_105256647_-|105255729_105255931_-|105254878_105255052_-|105252771_105252979_-|105251691_105252073_-|105251264_105251396_-|105250231_105250391_-|105249087_105249252_-|105247379_105247465_-|105246668_105246894_-|105244236_105245166_-|105242096_105242296_-|105241139_105241250_-|105239647_105239796_-|105239156_105239429_-|105238166_105238280_-|105237070_105237202_-|105236303_105236397_-|105235663_105235798_-|105234301_105234487_-|105232864_105232975_-|105230927_105231047_-|105229952_105230121_-|105229461_105229681_-|105228445_105228535_-|105227582_105227722_-|105225927_105226090_-|105225141_105225219_-|105224317_105224406_-|105224011_105224151_-|105223200_105223274_-|105222623_105222698_-|105222407_105222530_-|105221373_105221488_-|105220645_105220712_-|105219913_105220034_-|105219705_105219754_-|105219093_105219153_-|105217680_105217918_-|105217072_105217153_-|105216513_105216643_-|105214023_105214337_-|105211668_105211908_-|105210157_105210244_-|105209077_105209169_-|105205053_105205223_-|105204493_105204552_-|105203661_105203798_-|105202487_105202599_-|105201542_105201638_-|105201281_105201387_-|105200089_105200140_-|105199105_105199167_-|105195132_105195231_-|105192774_105192853_-|105191258_105191334_-|105189864_105189937_-|105181994_105182074_-|105180930_105181018_-|105178768_105178896_-|105178012_105178116_-|105176811_105176834_-|105172913_105172994_-|105170170_105171470_-|105162824_105162906_-|105162268_105162469_-|105160183_105160269_-|105158359_105158762_-|105156957_105156999_-|105155537_105155667_-|105154452_105154512_-|105153439_105153585_-|105153184_105153318_-|105152905_105153061_-|105152105_105152169_-|105151552_105151652_-|105150243_105150294_-|105148523_105148618_-
58813at8509	Single	group7	96945029	97085843	+	15817	4706	0.6516	1.0	0	58813at8509_146911_0:003b26	96945030_96945205_+|96964962_96965505_+|96965800_96966123_+|96975116_96976393_+|97015108_97016301_+|97017788_97022726_+|97023123_97025104_+|97027665_97029867_+|97032344_97032480_+|97046216_97046297_+|97047928_97048053_+|97051549_97051657_+|97052436_97052503_+|97057841_97058034_+|97058544_97058594_+|97061013_97061143_+|97062042_97062068_+|97066950_97067043_+|97069065_97069136_+|97071550_97071730_+|97072937_97073131_+|97074251_97074433_+|97077338_97077521_+|97078106_97078173_+|97080385_97080519_+|97082706_97082851_+|97085706_97085846_+
29242at8509	Single	group8	19778912	20001442	+	25401	4915	0.984	0.9997972836002432	0	29242at8509_94885_0:000a6d	19778913_19778966_+|19779000_19779119_+|19791386_19791490_+|19795153_19795173_+|19803895_19803969_+|19804605_19804683_+|19806496_19806608_+|19811026_19811125_+|19812844_19812940_+|19822093_19822167_+|19823465_19823621_+|19832081_19832245_+|19838309_19838430_+|19839081_19839264_+|19843095_19843230_+|19844330_19844425_+|19847170_19847288_+|19847458_19847591_+|19847811_19848052_+|19848364_19848556_+|19849316_19849532_+|19850677_19850781_+|19851664_19851767_+|19852357_19852440_+|19853522_19853681_+|19854410_19854557_+|19855719_19855927_+|19857460_19857634_+|19858845_19859053_+|19860932_19861278_+|19861730_19861844_+|19864053_19864213_+|19865768_19865927_+|19866167_19866253_+|19869129_19869355_+|19870264_19871065_+|19871540_19871740_+|19873349_19873454_+|19874169_19874312_+|19875246_19875519_+|19876856_19876970_+|19880395_19880527_+|19881016_19881119_+|19882055_19882190_+|19883010_19883196_+|19884550_19884646_+|19885682_19885802_+|19885937_19886106_+|19887048_19887268_+|19889136_19889226_+|19893821_19893961_+|19895106_19895269_+|19895993_19896071_+|19897334_19897423_+|19899616_19899753_+|19900594_19900671_+|19901255_19901330_+|19902287_19902413_+|19904037_19904152_+|19905445_19905509_+|19906438_19906559_+|19909826_19909875_+|19913206_19913266_+|19914604_19914842_+|19917460_19917541_+|19919016_19919137_+|19919828_19920148_+|19920512_19920752_+|19921220_19921307_+|19922119_19922211_+|19925819_19925989_+|19926958_19927017_+|19927333_19927467_+|19932036_19932148_+|19932425_19932521_+|19933988_19934091_+|19935652_19935706_+|19946729_19946828_+|19947388_19947467_+|19948336_19948412_+|19950719_19950792_+|19958978_19959058_+|19959270_19959358_+|19960342_19960470_+|19961658_19961762_+|19964712_19964793_+|19966287_19967590_+|19967967_19968034_+|19973688_19973835_+|19974481_19974567_+|19975580_19975798_+|19976689_19976819_+|19978081_19978123_+|19981543_19981676_+|19993021_19993081_+|19993542_19993688_+|19994223_19994357_+|19995239_19995395_+|19997075_19997139_+|19998517_19998617_+|19999354_19999405_+|20001350_20001445_+
30273at8509	Single	group8	28555690	28715382	+	23910	4851	0.9483	1.0	0	30273at8509_933632_0:000130	28555691_28555976_+|28565068_28565249_+|28566553_28566690_+|28567343_28567536_+|28568997_28569108_+|28571394_28571476_+|28572664_28572886_+|28572971_28573131_+|28573786_28573844_+|28574671_28576065_+|28580367_28580516_+|28580984_28581209_+|28582057_28582217_+|28582828_28582956_+|28585059_28585190_+|28585405_28585583_+|28586189_28586319_+|28594781_28594942_+|28595052_28595183_+|28595492_28595589_+|28596667_28596814_+|28598108_28598241_+|28599419_28599565_+|28604497_28604684_+|28605944_28606258_+|28606656_28606755_+|28607810_28608024_+|28608179_28608387_+|28608599_28608945_+|28612103_28612322_+|28612739_28612872_+|28613284_28613421_+|28616907_28617034_+|28617669_28617800_+|28618910_28619125_+|28620102_28620285_+|28621288_28621443_+|28623376_28623509_+|28624676_28624829_+|28625362_28625478_+|28626074_28626228_+|28627173_28627299_+|28629605_28629715_+|28631156_28631289_+|28631592_28631719_+|28634605_28635167_+|28636568_28636743_+|28637307_28637403_+|28637801_28637995_+|28640041_28640241_+|28641357_28641636_+|28642748_28643004_+|28643296_28643404_+|28645722_28645943_+|28647708_28648488_+|28649051_28649194_+|28652931_28653060_+|28653942_28654073_+|28656497_28656664_+|28657596_28657769_+|28661581_28661777_+|28664520_28664820_+|28667970_28668187_+|28669859_28670023_+|28670455_28670623_+|28700464_28700674_+|28703920_28704065_+|28704766_28704876_+|28705833_28706050_+|28706570_28706731_+|28707531_28707608_+|28708275_28708463_+|28713603_28713737_+|28715206_28715385_+
30740at8509	Single	group2	66098478	66140449	-	24273	4848	0.9588	1.0	0	30740at8509_103944_0:000eb2	66139520_66140449_-|66138666_66138761_-|66137788_66137982_-|66137370_66137681_-|66137087_66137183_-|66136790_66136933_-|66136031_66136158_-|66135361_66135505_-|66135101_66135276_-|66134000_66134130_-|66133420_66133585_-|66133079_66133204_-|66132580_66132801_-|66132001_66132153_-|66131671_66131803_-|66131029_66131220_-|66130689_66130910_-|66129930_66130103_-|66129353_66129471_-|66129147_66129260_-|66128666_66128837_-|66128221_66128530_-|66127641_66127761_-|66127344_66127395_-|66124640_66124908_-|66123848_66124063_-|66123603_66123723_-|66123228_66123465_-|66122635_66122825_-|66122288_66122443_-|66122017_66122123_-|66121445_66121555_-|66121187_66121363_-|66120600_66120839_-|66120155_66120238_-|66119154_66119665_-|66117800_66118566_-|66116901_66117099_-|66116639_66116799_-|66116419_66116535_-|66115806_66116037_-|66115507_66115631_-|66114624_66114844_-|66113361_66113629_-|66112568_66112620_-|66112268_66112468_-|66111679_66111853_-|66111318_66111588_-|66110773_66110986_-|66110447_66110652_-|66110013_66110140_-|66109558_66109685_-|66108814_66109014_-|66108519_66108649_-|66108124_66108323_-|66107429_66107543_-|66106999_66107145_-|66106680_66106781_-|66106402_66106575_-|66105722_66106015_-|66105372_66105437_-|66105172_66105297_-|66104870_66105008_-|66104369_66104550_-|66104052_66104207_-|66103794_66103916_-|66103230_66103332_-|66102948_66103117_-|66102729_66102867_-|66102330_66102499_-|66101707_66101876_-|66101447_66101612_-|66100581_66100657_-|66099966_66100218_-|66099575_66099727_-|66099067_66099372_-|66098476_66098661_-
20966at8509	Single	group4	97389733	97509942	+	24191	4833	0.9527	1.0	0	20966at8509_103695_0:002207	97389734_97389805_+|97409840_97409954_+|97411359_97411496_+|97414668_97414887_+|97415598_97415698_+|97415834_97415990_+|97416818_97416928_+|97417103_97417274_+|97418015_97418188_+|97418670_97418858_+|97420368_97420519_+|97421799_97421956_+|97422826_97422939_+|97423666_97423917_+|97425328_97425521_+|97427243_97427443_+|97427933_97428161_+|97428251_97428375_+|97429540_97429718_+|97430792_97430973_+|97431598_97431753_+|97432071_97432256_+|97432835_97433005_+|97433100_97433203_+|97434872_97435022_+|97435611_97435825_+|97436749_97436881_+|97437896_97438023_+|97438117_97438312_+|97438708_97438844_+|97439631_97439804_+|97439889_97440025_+|97440625_97440776_+|97441353_97441544_+|97441730_97441917_+|97442085_97442277_+|97443096_97443278_+|97444264_97444448_+|97446882_97447029_+|97447144_97447340_+|97447600_97447830_+|97448322_97448457_+|97449655_97449798_+|97454308_97454450_+|97455597_97455864_+|97456093_97456235_+|97456389_97456481_+|97458920_97459088_+|97459187_97459312_+|97461705_97461813_+|97462026_97462165_+|97462467_97462657_+|97462933_97463038_+|97463161_97463252_+|97464854_97465029_+|97467611_97467722_+|97470359_97470440_+|97470559_97470702_+|97472115_97472205_+|97472583_97472760_+|97473191_97473272_+|97474930_97475101_+|97475792_97475936_+|97476599_97476824_+|97477167_97477338_+|97477962_97478148_+|97478591_97478731_+|97479736_97479927_+|97485708_97485861_+|97486437_97486544_+|97487126_97487257_+|97487679_97487837_+|97487926_97488044_+|97488496_97488621_+|97489092_97489247_+|97489529_97489644_+|97489758_97489956_+|97491035_97491249_+|97491955_97492132_+|97493020_97493181_+|97494203_97494294_+|97494612_97494751_+|97496201_97496388_+|97496912_97497109_+|97497394_97497477_+|97499030_97499171_+|97500141_97500335_+|97500438_97500550_+|97505655_97505845_+|97506195_97506300_+|97508139_97508351_+|97509673_97509945_+
