Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
31391at8509	Single	group2	148266589	148299956	-	18460	2623	0.547	1.0	0	31391at8509_470340_0:000590	148294563_148299956_-|148293921_148294133_-|148282094_148284509_-|148278247_148281892_-|148266587_148274441_-
13283at8509	Single	group11	85181082	85367310	-	22900	5598	0.6826	1.0	0	13283at8509_933632_0:0034f5	85367222_85367310_-|85366432_85366605_-|85365731_85365813_-|85364330_85364500_-|85361712_85361959_-|85361316_85361418_-|85360750_85360908_-|85359295_85359377_-|85357758_85357886_-|85356816_85356966_-|85355350_85355590_-|85354878_85355016_-|85353729_85353855_-|85352788_85352960_-|85351475_85351696_-|85349244_85349409_-|85347947_85348199_-|85342457_85342637_-|85340493_85340587_-|85340148_85340404_-|85338858_85338992_-|85336899_85337101_-|85336619_85336746_-|85334080_85334189_-|85332700_85332855_-|85329462_85329555_-|85328317_85328720_-|85325584_85325814_-|85324407_85324613_-|85322881_85323117_-|85321229_85321351_-|85319161_85319255_-|85318166_85318403_-|85314533_85314685_-|85312435_85312575_-|85309547_85309729_-|85309267_85309417_-|85308711_85308870_-|85308574_85308628_-|85306501_85306623_-|85306186_85306404_-|85305671_85305798_-|85304329_85304470_-|85298940_85299104_-|85297731_85297914_-|85296504_85296555_-|85294835_85294886_-|85293367_85293487_-|85291586_85291808_-|85290983_85291124_-|85288650_85289015_-|85287890_85288036_-|85286046_85286216_-|85283196_85283360_-|85276128_85276307_-|85271755_85271877_-|85271531_85271660_-|85269368_85269493_-|85265985_85266076_-|85261958_85262137_-|85260525_85260689_-|85259073_85259325_-|85258181_85258227_-|85257842_85258000_-|85256936_85257070_-|85256280_85256428_-|85255525_85255619_-|85255374_85255426_-|85253811_85253981_-|85252792_85252962_-|85251777_85251856_-|85249869_85250038_-|85249722_85249768_-|85249198_85249398_-|85248324_85248494_-|85241691_85241888_-|85239024_85239120_-|85238696_85238919_-|85237459_85237608_-|85236202_85236368_-|85235334_85235497_-|85222015_85222235_-|85221547_85221588_-|85220854_85221024_-|85220539_85220748_-|85219096_85219263_-|85218740_85218871_-|85214816_85215059_-|85209282_85209434_-|85208727_85208773_-|85208368_85208541_-|85206981_85207163_-|85205437_85205592_-|85204750_85204880_-|85203698_85203822_-|85202792_85202838_-|85202235_85202501_-|85201988_85202149_-|85200510_85200626_-|85200258_85200396_-|85198285_85198487_-|85197303_85197464_-|85196453_85196580_-|85195936_85196087_-|85195272_85195318_-|85194952_85195102_-|85194144_85194355_-|85182767_85182862_-|85182503_85182563_-|85181474_85181604_-|85181226_85181376_-|85181080_85181102_-
22203at8509	Single	group4	154575858	154698923	-	26062	5493	0.904	1.0	0	22203at8509_176946_0:000579	154698825_154698923_-|154694929_154695155_-|154690847_154691071_-|154689539_154689646_-|154689241_154689433_-|154688273_154688488_-|154687558_154687689_-|154686661_154686764_-|154685715_154685829_-|154685326_154685513_-|154684631_154684712_-|154684144_154684239_-|154683646_154683758_-|154682680_154682828_-|154682352_154682412_-|154681638_154681849_-|154680766_154680869_-|154679594_154679738_-|154678061_154678157_-|154675510_154675623_-|154675078_154675225_-|154674820_154674927_-|154673902_154674053_-|154673442_154673620_-|154671621_154671829_-|154668480_154668626_-|154666516_154666657_-|154665997_154666131_-|154665381_154665510_-|154664797_154664935_-|154664580_154664710_-|154664167_154664302_-|154663783_154663912_-|154663281_154663514_-|154662366_154662563_-|154660785_154660993_-|154659367_154659489_-|154658507_154658704_-|154658134_154658241_-|154657544_154657732_-|154656178_154656267_-|154655812_154656072_-|154654278_154654548_-|154653766_154653925_-|154652863_154652979_-|154652096_154652304_-|154650806_154650951_-|154649218_154649420_-|154647208_154647428_-|154644606_154644719_-|154643822_154643954_-|154643191_154643300_-|154642468_154642601_-|154641001_154641161_-|154640293_154640413_-|154639043_154639253_-|154638676_154638898_-|154636956_154637082_-|154635093_154635260_-|154633576_154633790_-|154632615_154633002_-|154631898_154632007_-|154630783_154631482_-|154629009_154629170_-|154628528_154628801_-|154626734_154626969_-|154626317_154626412_-|154624384_154624478_-|154618893_154619017_-|154618232_154618369_-|154616898_154617007_-|154616460_154616533_-|154613001_154613196_-|154612236_154612392_-|154610613_154610759_-|154608741_154608867_-|154605743_154605848_-|154604851_154604966_-|154601619_154602080_-|154600984_154601213_-|154599210_154599344_-|154598859_154599031_-|154598468_154598629_-|154596387_154596521_-|154595258_154595393_-|154594116_154594288_-|154592743_154592883_-|154591148_154591286_-|154589978_154590234_-|154589593_154589757_-|154588337_154588438_-|154586623_154586824_-|154585621_154585794_-|154585226_154585380_-|154582341_154582421_-|154581664_154581782_-|154579957_154580131_-|154578658_154578731_-|154578443_154578557_-|154577239_154577302_-|154576448_154576590_-|154575856_154576044_-
29468at8509	Single	group3	138248575	138397914	-	25133	5149	0.9362	1.0	0	29468at8509_460621_0:004296	138397763_138397914_-|138394964_138395061_-|138393730_138393833_-|138393325_138393454_-|138393051_138393190_-|138392377_138392479_-|138390243_138390384_-|138388936_138389060_-|138387878_138388002_-|138387640_138387699_-|138385978_138386168_-|138384993_138385092_-|138384733_138384870_-|138384165_138384279_-|138383835_138384022_-|138383355_138383514_-|138381458_138381546_-|138380442_138380611_-|138379890_138380172_-|138378855_138378987_-|138378486_138378565_-|138376711_138376839_-|138376408_138376590_-|138374483_138374605_-|138371869_138372098_-|138371635_138371759_-|138369986_138370083_-|138368810_138368967_-|138368468_138368677_-|138367163_138367264_-|138365086_138365186_-|138364276_138364474_-|138362861_138363049_-|138362539_138362602_-|138360177_138360368_-|138359237_138359307_-|138358756_138358903_-|138357565_138357789_-|138357293_138357463_-|138356400_138356582_-|138355282_138355440_-|138353751_138353903_-|138352361_138352588_-|138351219_138351376_-|138348692_138348863_-|138347603_138347804_-|138346455_138346618_-|138346123_138346339_-|138345193_138345409_-|138333271_138333334_-|138332826_138332960_-|138330997_138331171_-|138330231_138330374_-|138329120_138329241_-|138327886_138327997_-|138325755_138325885_-|138325183_138325360_-|138324104_138324208_-|138321986_138322123_-|138321701_138321869_-|138320263_138320359_-|138319342_138319449_-|138315827_138315943_-|138309057_138309266_-|138302712_138302861_-|138301146_138301373_-|138299326_138299404_-|138298712_138298945_-|138298430_138298601_-|138295635_138295779_-|138295078_138295163_-|138294397_138294484_-|138293739_138293932_-|138287977_138288216_-|138287639_138287777_-|138286674_138286799_-|138286442_138286570_-|138285551_138285894_-|138283636_138283726_-|138283312_138283396_-|138282524_138282651_-|138282273_138282402_-|138281376_138281533_-|138279533_138279642_-|138279288_138279429_-|138278497_138278578_-|138278190_138278363_-|138276745_138276866_-|138275478_138275675_-|138274873_138274953_-|138265953_138266040_-|138263331_138263458_-|138261893_138262000_-|138261607_138261726_-|138260781_138260971_-|138259260_138259433_-|138258674_138258773_-|138257587_138257805_-|138257310_138257423_-|138256426_138256568_-|138255708_138255833_-|138255243_138255437_-|138251945_138252169_-|138251137_138251227_-|138248758_138248920_-|138248573_138248637_-
32412at8509	Single	group3	89433094	89589331	+	24327	5029	0.9147	1.0	0	32412at8509_460621_0:001156	89433095_89433145_+|89445210_89445329_+|89446163_89446267_+|89453309_89453383_+|89456797_89456875_+|89458993_89459105_+|89460035_89460128_+|89460290_89460386_+|89460998_89461072_+|89462121_89462277_+|89463280_89463444_+|89464697_89464818_+|89464929_89465115_+|89466511_89466646_+|89467306_89467401_+|89467906_89468024_+|89469046_89469179_+|89470281_89470522_+|89473202_89473394_+|89473893_89474109_+|89475693_89475797_+|89477109_89477212_+|89478784_89478867_+|89478949_89479108_+|89481210_89481357_+|89481926_89482128_+|89482805_89482979_+|89484878_89485086_+|89485784_89486166_+|89486461_89486593_+|89487466_89487626_+|89488605_89488770_+|89490392_89490478_+|89490963_89491189_+|89492691_89493621_+|89495561_89495761_+|89496607_89496718_+|89498061_89498210_+|89498428_89498701_+|89499577_89499691_+|89500655_89500787_+|89501460_89501554_+|89502059_89502194_+|89503370_89503556_+|89504882_89504993_+|89506810_89506930_+|89507736_89507905_+|89508176_89508396_+|89509322_89509412_+|89510135_89510275_+|89511767_89511930_+|89512638_89512716_+|89513451_89513540_+|89513706_89513846_+|89514583_89514657_+|89515159_89515234_+|89515327_89515450_+|89516369_89516484_+|89517145_89517212_+|89517823_89517944_+|89518103_89518152_+|89518704_89518764_+|89519939_89520177_+|89520704_89520785_+|89521214_89521344_+|89523520_89523834_+|89525949_89526189_+|89527613_89527700_+|89528688_89528780_+|89532634_89532804_+|89533305_89533364_+|89534059_89534196_+|89535258_89535370_+|89536219_89536315_+|89536470_89536576_+|89537717_89537768_+|89538690_89538752_+|89542626_89542725_+|89545004_89545083_+|89546523_89546599_+|89547920_89547993_+|89555783_89555863_+|89556839_89556927_+|89558961_89559089_+|89559741_89559845_+|89561023_89561046_+|89564863_89564944_+|89566387_89567687_+|89574951_89575033_+|89575388_89575589_+|89577588_89577674_+|89579095_89579498_+|89580858_89580900_+|89582190_89582320_+|89583345_89583405_+|89584272_89584418_+|89584539_89584673_+|89584796_89584952_+|89585688_89585752_+|89586205_89586305_+|89587563_89587614_+|89589239_89589334_+
58813at8509	Single	group2	122096507	122237321	-	15817	4706	0.6516	1.0	0	58813at8509_146911_0:003b26	122237146_122237321_-|122216846_122217389_-|122216228_122216551_-|122205958_122207235_-|122166050_122167243_-|122159625_122164563_-|122157247_122159228_-|122152484_122154686_-|122149871_122150007_-|122136054_122136135_-|122134298_122134423_-|122130694_122130802_-|122129848_122129915_-|122124317_122124510_-|122123757_122123807_-|122121208_122121338_-|122120283_122120309_-|122115308_122115401_-|122113215_122113286_-|122110621_122110801_-|122109220_122109414_-|122107918_122108100_-|122104830_122105013_-|122104178_122104245_-|122101832_122101966_-|122099500_122099645_-|122096505_122096645_-
29242at8509	Single	group9	19778912	20001442	+	25401	4915	0.984	0.9997972836002432	0	29242at8509_94885_0:000a6d	19778913_19778966_+|19779000_19779119_+|19791386_19791490_+|19795153_19795173_+|19803895_19803969_+|19804605_19804683_+|19806496_19806608_+|19811026_19811125_+|19812844_19812940_+|19822093_19822167_+|19823465_19823621_+|19832081_19832245_+|19838309_19838430_+|19839081_19839264_+|19843095_19843230_+|19844330_19844425_+|19847170_19847288_+|19847458_19847591_+|19847811_19848052_+|19848364_19848556_+|19849316_19849532_+|19850677_19850781_+|19851664_19851767_+|19852357_19852440_+|19853522_19853681_+|19854410_19854557_+|19855719_19855927_+|19857460_19857634_+|19858845_19859053_+|19860932_19861278_+|19861730_19861844_+|19864053_19864213_+|19865768_19865927_+|19866167_19866253_+|19869129_19869355_+|19870264_19871065_+|19871540_19871740_+|19873349_19873454_+|19874169_19874312_+|19875246_19875519_+|19876856_19876970_+|19880395_19880527_+|19881016_19881119_+|19882055_19882190_+|19883010_19883196_+|19884550_19884646_+|19885682_19885802_+|19885937_19886106_+|19887048_19887268_+|19889136_19889226_+|19893821_19893961_+|19895106_19895269_+|19895993_19896071_+|19897334_19897423_+|19899616_19899753_+|19900594_19900671_+|19901255_19901330_+|19902287_19902413_+|19904037_19904152_+|19905445_19905509_+|19906438_19906559_+|19909826_19909875_+|19913206_19913266_+|19914604_19914842_+|19917460_19917541_+|19919016_19919137_+|19919828_19920148_+|19920512_19920752_+|19921220_19921307_+|19922119_19922211_+|19925819_19925989_+|19926958_19927017_+|19927333_19927467_+|19932036_19932148_+|19932425_19932521_+|19933988_19934091_+|19935652_19935706_+|19946729_19946828_+|19947388_19947467_+|19948336_19948412_+|19950719_19950792_+|19958978_19959058_+|19959270_19959358_+|19960342_19960470_+|19961658_19961762_+|19964712_19964793_+|19966287_19967590_+|19967967_19968034_+|19973688_19973835_+|19974481_19974567_+|19975580_19975798_+|19976689_19976819_+|19978081_19978123_+|19981543_19981676_+|19993021_19993081_+|19993542_19993688_+|19994223_19994357_+|19995239_19995395_+|19997075_19997139_+|19998517_19998617_+|19999354_19999405_+|20001350_20001445_+
30273at8509	Single	group9	28555690	28715382	+	23910	4851	0.9483	1.0	0	30273at8509_933632_0:000130	28555691_28555976_+|28565068_28565249_+|28566553_28566690_+|28567343_28567536_+|28568997_28569108_+|28571394_28571476_+|28572664_28572886_+|28572971_28573131_+|28573786_28573844_+|28574671_28576065_+|28580367_28580516_+|28580984_28581209_+|28582057_28582217_+|28582828_28582956_+|28585059_28585190_+|28585405_28585583_+|28586189_28586319_+|28594781_28594942_+|28595052_28595183_+|28595492_28595589_+|28596667_28596814_+|28598108_28598241_+|28599419_28599565_+|28604497_28604684_+|28605944_28606258_+|28606656_28606755_+|28607810_28608024_+|28608179_28608387_+|28608599_28608945_+|28612103_28612322_+|28612739_28612872_+|28613284_28613421_+|28616907_28617034_+|28617669_28617800_+|28618910_28619125_+|28620102_28620285_+|28621288_28621443_+|28623376_28623509_+|28624676_28624829_+|28625362_28625478_+|28626074_28626228_+|28627173_28627299_+|28629605_28629715_+|28631156_28631289_+|28631592_28631719_+|28634605_28635167_+|28636568_28636743_+|28637307_28637403_+|28637801_28637995_+|28640041_28640241_+|28641357_28641636_+|28642748_28643004_+|28643296_28643404_+|28645722_28645943_+|28647708_28648488_+|28649051_28649194_+|28652931_28653060_+|28653942_28654073_+|28656497_28656664_+|28657596_28657769_+|28661581_28661777_+|28664520_28664820_+|28667970_28668187_+|28669859_28670023_+|28670455_28670623_+|28700464_28700674_+|28703920_28704065_+|28704766_28704876_+|28705833_28706050_+|28706570_28706731_+|28707531_28707608_+|28708275_28708463_+|28713603_28713737_+|28715206_28715385_+
30740at8509	Single	group3	157262723	157304694	+	24273	4848	0.9588	1.0	0	30740at8509_103944_0:000eb2	157262724_157263653_+|157264412_157264507_+|157265191_157265385_+|157265492_157265803_+|157265990_157266086_+|157266240_157266383_+|157267015_157267142_+|157267668_157267812_+|157267897_157268072_+|157269043_157269173_+|157269588_157269753_+|157269969_157270094_+|157270372_157270593_+|157271020_157271172_+|157271370_157271502_+|157271953_157272144_+|157272263_157272484_+|157273070_157273243_+|157273702_157273820_+|157273913_157274026_+|157274336_157274507_+|157274643_157274952_+|157275412_157275532_+|157275778_157275829_+|157278265_157278533_+|157279110_157279325_+|157279450_157279570_+|157279708_157279945_+|157280348_157280538_+|157280730_157280885_+|157281050_157281156_+|157281618_157281728_+|157281810_157281986_+|157282334_157282573_+|157282935_157283018_+|157283508_157284019_+|157284607_157285373_+|157286074_157286272_+|157286374_157286534_+|157286638_157286754_+|157287136_157287367_+|157287542_157287666_+|157288329_157288549_+|157289544_157289812_+|157290553_157290605_+|157290705_157290905_+|157291320_157291494_+|157291585_157291855_+|157292187_157292400_+|157292521_157292726_+|157293033_157293160_+|157293488_157293615_+|157294159_157294359_+|157294524_157294654_+|157294850_157295049_+|157295630_157295744_+|157296028_157296174_+|157296392_157296493_+|157296598_157296771_+|157297158_157297451_+|157297736_157297801_+|157297876_157298001_+|157298165_157298303_+|157298623_157298804_+|157298966_157299121_+|157299257_157299379_+|157299841_157299943_+|157300056_157300225_+|157300306_157300444_+|157300674_157300843_+|157301297_157301466_+|157301561_157301726_+|157302516_157302592_+|157302955_157303207_+|157303446_157303598_+|157303801_157304106_+|157304512_157304697_+
20966at8509	Single	group6	119533974	119654183	-	24191	4833	0.9527	1.0	0	20966at8509_103695_0:002207	119654112_119654183_-|119633963_119634077_-|119632421_119632558_-|119629030_119629249_-|119628219_119628319_-|119627927_119628083_-|119626989_119627099_-|119626643_119626814_-|119625729_119625902_-|119625059_119625247_-|119623398_119623549_-|119621961_119622118_-|119620978_119621091_-|119620000_119620251_-|119618396_119618589_-|119616474_119616674_-|119615756_119615984_-|119615542_119615666_-|119614199_119614377_-|119612944_119613125_-|119612164_119612319_-|119611661_119611846_-|119610912_119611082_-|119610714_119610817_-|119608895_119609045_-|119608092_119608306_-|119607036_119607168_-|119605894_119606021_-|119605605_119605800_-|119605073_119605209_-|119604113_119604286_-|119603892_119604028_-|119603141_119603292_-|119602373_119602564_-|119602000_119602187_-|119601640_119601832_-|119600639_119600821_-|119599469_119599653_-|119596888_119597035_-|119596577_119596773_-|119596087_119596317_-|119595460_119595595_-|119594119_119594262_-|119589467_119589609_-|119588053_119588320_-|119587682_119587824_-|119587436_119587528_-|119584829_119584997_-|119584605_119584730_-|119582104_119582212_-|119581752_119581891_-|119581260_119581450_-|119580879_119580984_-|119580665_119580756_-|119578888_119579063_-|119576195_119576306_-|119573477_119573558_-|119573215_119573358_-|119571712_119571802_-|119571157_119571334_-|119570645_119570726_-|119568816_119568987_-|119567981_119568125_-|119567093_119567318_-|119566579_119566750_-|119565769_119565955_-|119565186_119565326_-|119563990_119564181_-|119558056_119558209_-|119557373_119557480_-|119556660_119556791_-|119556080_119556238_-|119555873_119555991_-|119555296_119555421_-|119554670_119554825_-|119554273_119554388_-|119553961_119554159_-|119552668_119552882_-|119551785_119551962_-|119550736_119550897_-|119549623_119549714_-|119549166_119549305_-|119547529_119547716_-|119546808_119547005_-|119546440_119546523_-|119544746_119544887_-|119543582_119543776_-|119543367_119543479_-|119538072_119538262_-|119537617_119537722_-|119535566_119535778_-|119533972_119534244_-
