Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
31391at8509	Single	group2	148266589	148299956	-	18460	2623	0.547	1.0	0	31391at8509_470340_0:000590	148294563_148299956_-|148293921_148294133_-|148282094_148284509_-|148278247_148281892_-|148266587_148274441_-
13283at8509	Single	group11	85976667	86162895	+	22900	5598	0.6826	1.0	0	13283at8509_933632_0:0034f5	85976668_85976756_+|85977373_85977546_+|85978165_85978247_+|85979478_85979648_+|85982019_85982266_+|85982560_85982662_+|85983070_85983228_+|85984601_85984683_+|85986092_85986220_+|85987012_85987162_+|85988388_85988628_+|85988962_85989100_+|85990123_85990249_+|85991018_85991190_+|85992282_85992503_+|85994569_85994734_+|85995779_85996031_+|86001341_86001521_+|86003391_86003485_+|86003574_86003830_+|86004986_86005120_+|86006877_86007079_+|86007232_86007359_+|86009789_86009898_+|86011123_86011278_+|86014423_86014516_+|86015258_86015661_+|86018164_86018394_+|86019365_86019571_+|86020861_86021097_+|86022627_86022749_+|86024723_86024817_+|86025575_86025812_+|86029293_86029445_+|86031403_86031543_+|86034249_86034431_+|86034561_86034711_+|86035108_86035267_+|86035350_86035404_+|86037355_86037477_+|86037574_86037792_+|86038180_86038307_+|86039508_86039649_+|86044874_86045038_+|86046064_86046247_+|86047423_86047474_+|86049092_86049143_+|86050491_86050611_+|86052170_86052392_+|86052854_86052995_+|86054963_86055328_+|86055942_86056088_+|86057762_86057932_+|86060618_86060782_+|86067671_86067850_+|86072101_86072223_+|86072318_86072447_+|86074485_86074610_+|86077902_86077993_+|86081841_86082020_+|86083289_86083453_+|86084653_86084905_+|86085751_86085797_+|86085978_86086136_+|86086908_86087042_+|86087550_86087698_+|86088359_86088453_+|86088552_86088604_+|86089997_86090167_+|86091016_86091186_+|86092122_86092201_+|86093940_86094109_+|86094210_86094256_+|86094580_86094780_+|86095484_86095654_+|86102090_86102287_+|86104858_86104954_+|86105059_86105282_+|86106370_86106519_+|86107610_86107776_+|86108481_86108644_+|86121743_86121963_+|86122390_86122431_+|86122954_86123124_+|86123230_86123439_+|86124715_86124882_+|86125107_86125238_+|86128919_86129162_+|86134544_86134696_+|86135205_86135251_+|86135437_86135610_+|86136815_86136997_+|86138386_86138541_+|86139098_86139228_+|86140156_86140280_+|86141140_86141186_+|86141477_86141743_+|86141829_86141990_+|86143352_86143468_+|86143582_86143720_+|86145491_86145693_+|86146514_86146675_+|86147398_86147525_+|86147891_86148042_+|86148660_86148706_+|86148876_86149026_+|86149623_86149834_+|86161116_86161211_+|86161415_86161475_+|86162374_86162504_+|86162602_86162752_+|86162876_86162898_+
22203at8509	Single	group4	154575858	154698923	-	26062	5493	0.904	1.0	0	22203at8509_176946_0:000579	154698825_154698923_-|154694929_154695155_-|154690847_154691071_-|154689539_154689646_-|154689241_154689433_-|154688273_154688488_-|154687558_154687689_-|154686661_154686764_-|154685715_154685829_-|154685326_154685513_-|154684631_154684712_-|154684144_154684239_-|154683646_154683758_-|154682680_154682828_-|154682352_154682412_-|154681638_154681849_-|154680766_154680869_-|154679594_154679738_-|154678061_154678157_-|154675510_154675623_-|154675078_154675225_-|154674820_154674927_-|154673902_154674053_-|154673442_154673620_-|154671621_154671829_-|154668480_154668626_-|154666516_154666657_-|154665997_154666131_-|154665381_154665510_-|154664797_154664935_-|154664580_154664710_-|154664167_154664302_-|154663783_154663912_-|154663281_154663514_-|154662366_154662563_-|154660785_154660993_-|154659367_154659489_-|154658507_154658704_-|154658134_154658241_-|154657544_154657732_-|154656178_154656267_-|154655812_154656072_-|154654278_154654548_-|154653766_154653925_-|154652863_154652979_-|154652096_154652304_-|154650806_154650951_-|154649218_154649420_-|154647208_154647428_-|154644606_154644719_-|154643822_154643954_-|154643191_154643300_-|154642468_154642601_-|154641001_154641161_-|154640293_154640413_-|154639043_154639253_-|154638676_154638898_-|154636956_154637082_-|154635093_154635260_-|154633576_154633790_-|154632615_154633002_-|154631898_154632007_-|154630783_154631482_-|154629009_154629170_-|154628528_154628801_-|154626734_154626969_-|154626317_154626412_-|154624384_154624478_-|154618893_154619017_-|154618232_154618369_-|154616898_154617007_-|154616460_154616533_-|154613001_154613196_-|154612236_154612392_-|154610613_154610759_-|154608741_154608867_-|154605743_154605848_-|154604851_154604966_-|154601619_154602080_-|154600984_154601213_-|154599210_154599344_-|154598859_154599031_-|154598468_154598629_-|154596387_154596521_-|154595258_154595393_-|154594116_154594288_-|154592743_154592883_-|154591148_154591286_-|154589978_154590234_-|154589593_154589757_-|154588337_154588438_-|154586623_154586824_-|154585621_154585794_-|154585226_154585380_-|154582341_154582421_-|154581664_154581782_-|154579957_154580131_-|154578658_154578731_-|154578443_154578557_-|154577239_154577302_-|154576448_154576590_-|154575856_154576044_-
29468at8509	Single	group3	110752254	110901593	-	25133	5149	0.9362	1.0	0	29468at8509_460621_0:004296	110901442_110901593_-|110898643_110898740_-|110897409_110897512_-|110897004_110897133_-|110896730_110896869_-|110896056_110896158_-|110893922_110894063_-|110892615_110892739_-|110891557_110891681_-|110891319_110891378_-|110889657_110889847_-|110888672_110888771_-|110888412_110888549_-|110887844_110887958_-|110887514_110887701_-|110887034_110887193_-|110885137_110885225_-|110884121_110884290_-|110883569_110883851_-|110882534_110882666_-|110882165_110882244_-|110880390_110880518_-|110880087_110880269_-|110878162_110878284_-|110875548_110875777_-|110875314_110875438_-|110873665_110873762_-|110872489_110872646_-|110872147_110872356_-|110870842_110870943_-|110868765_110868865_-|110867955_110868153_-|110866540_110866728_-|110866218_110866281_-|110863856_110864047_-|110862916_110862986_-|110862435_110862582_-|110861244_110861468_-|110860972_110861142_-|110860079_110860261_-|110858961_110859119_-|110857430_110857582_-|110856040_110856267_-|110854898_110855055_-|110852371_110852542_-|110851282_110851483_-|110850134_110850297_-|110849802_110850018_-|110848872_110849088_-|110836950_110837013_-|110836505_110836639_-|110834676_110834850_-|110833910_110834053_-|110832799_110832920_-|110831565_110831676_-|110829434_110829564_-|110828862_110829039_-|110827783_110827887_-|110825665_110825802_-|110825380_110825548_-|110823942_110824038_-|110823021_110823128_-|110819506_110819622_-|110812736_110812945_-|110806391_110806540_-|110804825_110805052_-|110803005_110803083_-|110802391_110802624_-|110802109_110802280_-|110799314_110799458_-|110798757_110798842_-|110798076_110798163_-|110797418_110797611_-|110791656_110791895_-|110791318_110791456_-|110790353_110790478_-|110790121_110790249_-|110789230_110789573_-|110787315_110787405_-|110786991_110787075_-|110786203_110786330_-|110785952_110786081_-|110785055_110785212_-|110783212_110783321_-|110782967_110783108_-|110782176_110782257_-|110781869_110782042_-|110780424_110780545_-|110779157_110779354_-|110778552_110778632_-|110769632_110769719_-|110767010_110767137_-|110765572_110765679_-|110765286_110765405_-|110764460_110764650_-|110762939_110763112_-|110762353_110762452_-|110761266_110761484_-|110760989_110761102_-|110760105_110760247_-|110759387_110759512_-|110758922_110759116_-|110755624_110755848_-|110754816_110754906_-|110752437_110752599_-|110752252_110752316_-
32412at8509	Single	group3	131575524	131731761	-	24327	5029	0.9147	1.0	0	32412at8509_460621_0:001156	131731711_131731761_-|131719527_131719646_-|131718589_131718693_-|131711473_131711547_-|131707981_131708059_-|131705751_131705863_-|131704728_131704821_-|131704470_131704566_-|131703784_131703858_-|131702579_131702735_-|131701412_131701576_-|131700038_131700159_-|131699741_131699927_-|131698210_131698345_-|131697455_131697550_-|131696832_131696950_-|131695677_131695810_-|131694334_131694575_-|131691462_131691654_-|131690747_131690963_-|131689059_131689163_-|131687644_131687747_-|131685989_131686072_-|131685748_131685907_-|131683499_131683646_-|131682728_131682930_-|131681877_131682051_-|131679770_131679978_-|131678690_131679072_-|131678263_131678395_-|131677230_131677390_-|131676086_131676251_-|131674378_131674464_-|131673667_131673893_-|131671235_131672165_-|131669095_131669295_-|131668138_131668249_-|131666646_131666795_-|131666155_131666428_-|131665165_131665279_-|131664069_131664201_-|131663302_131663396_-|131662662_131662797_-|131661300_131661486_-|131659863_131659974_-|131657926_131658046_-|131656951_131657120_-|131656460_131656680_-|131655444_131655534_-|131654581_131654721_-|131652926_131653089_-|131652140_131652218_-|131651316_131651405_-|131651010_131651150_-|131650199_131650273_-|131649622_131649697_-|131649406_131649529_-|131648372_131648487_-|131647644_131647711_-|131646912_131647033_-|131646704_131646753_-|131646092_131646152_-|131644679_131644917_-|131644071_131644152_-|131643512_131643642_-|131641022_131641336_-|131638667_131638907_-|131637156_131637243_-|131636076_131636168_-|131632052_131632222_-|131631492_131631551_-|131630660_131630797_-|131629486_131629598_-|131628541_131628637_-|131628280_131628386_-|131627088_131627139_-|131626104_131626166_-|131622131_131622230_-|131619773_131619852_-|131618257_131618333_-|131616863_131616936_-|131608993_131609073_-|131607929_131608017_-|131605767_131605895_-|131605011_131605115_-|131603810_131603833_-|131599912_131599993_-|131597169_131598469_-|131589823_131589905_-|131589267_131589468_-|131587182_131587268_-|131585358_131585761_-|131583956_131583998_-|131582536_131582666_-|131581451_131581511_-|131580438_131580584_-|131580183_131580317_-|131579904_131580060_-|131579104_131579168_-|131578551_131578651_-|131577242_131577293_-|131575522_131575617_-
58813at8509	Single	group2	122096507	122237321	-	15817	4706	0.6516	1.0	0	58813at8509_146911_0:003b26	122237146_122237321_-|122216846_122217389_-|122216228_122216551_-|122205958_122207235_-|122166050_122167243_-|122159625_122164563_-|122157247_122159228_-|122152484_122154686_-|122149871_122150007_-|122136054_122136135_-|122134298_122134423_-|122130694_122130802_-|122129848_122129915_-|122124317_122124510_-|122123757_122123807_-|122121208_122121338_-|122120283_122120309_-|122115308_122115401_-|122113215_122113286_-|122110621_122110801_-|122109220_122109414_-|122107918_122108100_-|122104830_122105013_-|122104178_122104245_-|122101832_122101966_-|122099500_122099645_-|122096505_122096645_-
29242at8509	Single	group9	19778912	20001442	+	25401	4915	0.984	0.9997972836002432	0	29242at8509_94885_0:000a6d	19778913_19778966_+|19779000_19779119_+|19791386_19791490_+|19795153_19795173_+|19803895_19803969_+|19804605_19804683_+|19806496_19806608_+|19811026_19811125_+|19812844_19812940_+|19822093_19822167_+|19823465_19823621_+|19832081_19832245_+|19838309_19838430_+|19839081_19839264_+|19843095_19843230_+|19844330_19844425_+|19847170_19847288_+|19847458_19847591_+|19847811_19848052_+|19848364_19848556_+|19849316_19849532_+|19850677_19850781_+|19851664_19851767_+|19852357_19852440_+|19853522_19853681_+|19854410_19854557_+|19855719_19855927_+|19857460_19857634_+|19858845_19859053_+|19860932_19861278_+|19861730_19861844_+|19864053_19864213_+|19865768_19865927_+|19866167_19866253_+|19869129_19869355_+|19870264_19871065_+|19871540_19871740_+|19873349_19873454_+|19874169_19874312_+|19875246_19875519_+|19876856_19876970_+|19880395_19880527_+|19881016_19881119_+|19882055_19882190_+|19883010_19883196_+|19884550_19884646_+|19885682_19885802_+|19885937_19886106_+|19887048_19887268_+|19889136_19889226_+|19893821_19893961_+|19895106_19895269_+|19895993_19896071_+|19897334_19897423_+|19899616_19899753_+|19900594_19900671_+|19901255_19901330_+|19902287_19902413_+|19904037_19904152_+|19905445_19905509_+|19906438_19906559_+|19909826_19909875_+|19913206_19913266_+|19914604_19914842_+|19917460_19917541_+|19919016_19919137_+|19919828_19920148_+|19920512_19920752_+|19921220_19921307_+|19922119_19922211_+|19925819_19925989_+|19926958_19927017_+|19927333_19927467_+|19932036_19932148_+|19932425_19932521_+|19933988_19934091_+|19935652_19935706_+|19946729_19946828_+|19947388_19947467_+|19948336_19948412_+|19950719_19950792_+|19958978_19959058_+|19959270_19959358_+|19960342_19960470_+|19961658_19961762_+|19964712_19964793_+|19966287_19967590_+|19967967_19968034_+|19973688_19973835_+|19974481_19974567_+|19975580_19975798_+|19976689_19976819_+|19978081_19978123_+|19981543_19981676_+|19993021_19993081_+|19993542_19993688_+|19994223_19994357_+|19995239_19995395_+|19997075_19997139_+|19998517_19998617_+|19999354_19999405_+|20001350_20001445_+
30273at8509	Single	group9	28555690	28715382	+	23910	4851	0.9483	1.0	0	30273at8509_933632_0:000130	28555691_28555976_+|28565068_28565249_+|28566553_28566690_+|28567343_28567536_+|28568997_28569108_+|28571394_28571476_+|28572664_28572886_+|28572971_28573131_+|28573786_28573844_+|28574671_28576065_+|28580367_28580516_+|28580984_28581209_+|28582057_28582217_+|28582828_28582956_+|28585059_28585190_+|28585405_28585583_+|28586189_28586319_+|28594781_28594942_+|28595052_28595183_+|28595492_28595589_+|28596667_28596814_+|28598108_28598241_+|28599419_28599565_+|28604497_28604684_+|28605944_28606258_+|28606656_28606755_+|28607810_28608024_+|28608179_28608387_+|28608599_28608945_+|28612103_28612322_+|28612739_28612872_+|28613284_28613421_+|28616907_28617034_+|28617669_28617800_+|28618910_28619125_+|28620102_28620285_+|28621288_28621443_+|28623376_28623509_+|28624676_28624829_+|28625362_28625478_+|28626074_28626228_+|28627173_28627299_+|28629605_28629715_+|28631156_28631289_+|28631592_28631719_+|28634605_28635167_+|28636568_28636743_+|28637307_28637403_+|28637801_28637995_+|28640041_28640241_+|28641357_28641636_+|28642748_28643004_+|28643296_28643404_+|28645722_28645943_+|28647708_28648488_+|28649051_28649194_+|28652931_28653060_+|28653942_28654073_+|28656497_28656664_+|28657596_28657769_+|28661581_28661777_+|28664520_28664820_+|28667970_28668187_+|28669859_28670023_+|28670455_28670623_+|28700464_28700674_+|28703920_28704065_+|28704766_28704876_+|28705833_28706050_+|28706570_28706731_+|28707531_28707608_+|28708275_28708463_+|28713603_28713737_+|28715206_28715385_+
30740at8509	Single	group3	65252882	65294853	-	24273	4848	0.9588	1.0	0	30740at8509_103944_0:000eb2	65293924_65294853_-|65293070_65293165_-|65292192_65292386_-|65291774_65292085_-|65291491_65291587_-|65291194_65291337_-|65290435_65290562_-|65289765_65289909_-|65289505_65289680_-|65288404_65288534_-|65287824_65287989_-|65287483_65287608_-|65286984_65287205_-|65286405_65286557_-|65286075_65286207_-|65285433_65285624_-|65285093_65285314_-|65284334_65284507_-|65283757_65283875_-|65283551_65283664_-|65283070_65283241_-|65282625_65282934_-|65282045_65282165_-|65281748_65281799_-|65279044_65279312_-|65278252_65278467_-|65278007_65278127_-|65277632_65277869_-|65277039_65277229_-|65276692_65276847_-|65276421_65276527_-|65275849_65275959_-|65275591_65275767_-|65275004_65275243_-|65274559_65274642_-|65273558_65274069_-|65272204_65272970_-|65271305_65271503_-|65271043_65271203_-|65270823_65270939_-|65270210_65270441_-|65269911_65270035_-|65269028_65269248_-|65267765_65268033_-|65266972_65267024_-|65266672_65266872_-|65266083_65266257_-|65265722_65265992_-|65265177_65265390_-|65264851_65265056_-|65264417_65264544_-|65263962_65264089_-|65263218_65263418_-|65262923_65263053_-|65262528_65262727_-|65261833_65261947_-|65261403_65261549_-|65261084_65261185_-|65260806_65260979_-|65260126_65260419_-|65259776_65259841_-|65259576_65259701_-|65259274_65259412_-|65258773_65258954_-|65258456_65258611_-|65258198_65258320_-|65257634_65257736_-|65257352_65257521_-|65257133_65257271_-|65256734_65256903_-|65256111_65256280_-|65255851_65256016_-|65254985_65255061_-|65254370_65254622_-|65253979_65254131_-|65253471_65253776_-|65252880_65253065_-
20966at8509	Single	group6	97389733	97509942	+	24191	4833	0.9527	1.0	0	20966at8509_103695_0:002207	97389734_97389805_+|97409840_97409954_+|97411359_97411496_+|97414668_97414887_+|97415598_97415698_+|97415834_97415990_+|97416818_97416928_+|97417103_97417274_+|97418015_97418188_+|97418670_97418858_+|97420368_97420519_+|97421799_97421956_+|97422826_97422939_+|97423666_97423917_+|97425328_97425521_+|97427243_97427443_+|97427933_97428161_+|97428251_97428375_+|97429540_97429718_+|97430792_97430973_+|97431598_97431753_+|97432071_97432256_+|97432835_97433005_+|97433100_97433203_+|97434872_97435022_+|97435611_97435825_+|97436749_97436881_+|97437896_97438023_+|97438117_97438312_+|97438708_97438844_+|97439631_97439804_+|97439889_97440025_+|97440625_97440776_+|97441353_97441544_+|97441730_97441917_+|97442085_97442277_+|97443096_97443278_+|97444264_97444448_+|97446882_97447029_+|97447144_97447340_+|97447600_97447830_+|97448322_97448457_+|97449655_97449798_+|97454308_97454450_+|97455597_97455864_+|97456093_97456235_+|97456389_97456481_+|97458920_97459088_+|97459187_97459312_+|97461705_97461813_+|97462026_97462165_+|97462467_97462657_+|97462933_97463038_+|97463161_97463252_+|97464854_97465029_+|97467611_97467722_+|97470359_97470440_+|97470559_97470702_+|97472115_97472205_+|97472583_97472760_+|97473191_97473272_+|97474930_97475101_+|97475792_97475936_+|97476599_97476824_+|97477167_97477338_+|97477962_97478148_+|97478591_97478731_+|97479736_97479927_+|97485708_97485861_+|97486437_97486544_+|97487126_97487257_+|97487679_97487837_+|97487926_97488044_+|97488496_97488621_+|97489092_97489247_+|97489529_97489644_+|97489758_97489956_+|97491035_97491249_+|97491955_97492132_+|97493020_97493181_+|97494203_97494294_+|97494612_97494751_+|97496201_97496388_+|97496912_97497109_+|97497394_97497477_+|97499030_97499171_+|97500141_97500335_+|97500438_97500550_+|97505655_97505845_+|97506195_97506300_+|97508139_97508351_+|97509673_97509945_+
